OrderID,Product,Platform,City,Quantity,TotalAmount,OrderDate
ORD102922,Dell Inspiron 3501,Souq,Giza,4,54555.6,2024-09-20
ORD102923,Dell Inspiron 3501,Jumia,Riyadh,5,87761.95,2024-04-04
ORD102924,T-shirt Cotton,Souq,Cairo,2,21364.34,2024-11-01
ORD102925,Adidas Running Shoes,Amazon,Casablanca,3,48352.8,2024-07-19
ORD102926,Smartwatch FitPro,Jumia,Giza,5,37982.65,2024-04-08
ORD102927,Dell Inspiron 3501,Souq,Giza,4,61471.92,2024-01-01
ORD102928,HP Pavilion Laptop,Souq,Giza,5,42183.35,2024-03-29
ORD102929,Bluetooth Headset,Jumia,Giza,4,63899.6,2024-12-08
ORD102930,Bluetooth Headset,Jumia,Casablanca,1,13883.13,2024-07-07
ORD102931,iPhone 13,Jumia,Dubai,2,31962.46,2024-10-05
ORD102932,Adidas Running Shoes,Souq,Cairo,4,42700.16,2024-11-15
ORD102933,Samsung Galaxy A14,Amazon,Cairo,2,30401.74,2024-06-01
ORD102934,iPhone 13,Amazon,Riyadh,3,4665.36,2024-08-09
ORD102935,Smartwatch FitPro,Amazon,Dubai,1,4758.24,2024-10-12
ORD102936,iPhone 13,Amazon,Cairo,1,3227.47,2024-08-31
ORD102937,Adidas Running Shoes,Souq,Alexandria,4,8618.28,2024-01-16
ORD102938,Samsung Galaxy A14,Souq,Dubai,4,31912.12,2024-07-27
ORD102939,Bluetooth Headset,Amazon,Giza,2,5065.54,2024-01-25
ORD102940,Adidas Running Shoes,Souq,Casablanca,2,6848.3,2024-05-18
ORD102941,Nike Air Max,Amazon,Cairo,5,76512.1,2024-05-25
ORD102942,Xiaomi Redmi Note 12,Souq,Giza,2,39532.02,2024-07-25
ORD102943,Adidas Running Shoes,Amazon,Dubai,1,6460.41,2024-09-01
ORD102944,Smartwatch FitPro,Jumia,Casablanca,3,27781.86,2024-02-25
ORD102945,Xiaomi Redmi Note 12,Amazon,Alexandria,3,8134.29,2024-05-18
ORD102946,Xiaomi Redmi Note 12,Jumia,Cairo,2,19112.62,2024-02-25
ORD102947,Samsung Galaxy A14,Jumia,Giza,3,54705.93,2024-09-29
ORD102948,Bluetooth Headset,Jumia,Alexandria,5,64011.2,2024-12-06
ORD102949,iPhone 13,Amazon,Alexandria,4,45135.08,2024-12-10
ORD102950,Dell Inspiron 3501,Jumia,Casablanca,5,51261.15,2024-10-14
ORD102951,Adidas Running Shoes,Jumia,Riyadh,5,94791.1,2024-03-12
ORD102952,Xiaomi Redmi Note 12,Jumia,Alexandria,1,10435.74,2024-01-06
ORD102953,Dell Inspiron 3501,Jumia,Giza,2,29621.88,2024-11-26
ORD102954,Smartwatch FitPro,Jumia,Giza,4,52801.6,2024-11-20
ORD102955,Bluetooth Headset,Souq,Giza,2,2603.9,2024-05-31
ORD102956,Samsung Galaxy A14,Jumia,Cairo,2,26312.48,2024-09-30
ORD102957,Xiaomi Redmi Note 12,Amazon,Casablanca,1,1837.5,2024-11-16
ORD102958,Samsung Galaxy A14,Jumia,Alexandria,2,21326.6,2024-10-09
ORD102959,Dell Inspiron 3501,Souq,Giza,4,35488.04,2024-10-18
ORD102960,Smartwatch FitPro,Amazon,Alexandria,4,14952.68,2024-05-02
ORD102961,Smartwatch FitPro,Souq,Giza,3,54453.45,2024-09-09
ORD102962,Samsung Galaxy A14,Amazon,Giza,5,57941.25,2024-04-11
ORD102963,Smartwatch FitPro,Souq,Giza,4,32342.16,2024-02-24
ORD102964,Adidas Running Shoes,Jumia,Giza,2,37500.84,2024-11-09
ORD102965,HP Pavilion Laptop,Amazon,Casablanca,5,68053.3,2024-01-25
ORD102966,T-shirt Cotton,Jumia,Alexandria,3,8269.5,2024-10-02
ORD102967,iPhone 13,Jumia,Dubai,2,22029.04,2024-03-12
ORD102968,Smartwatch FitPro,Amazon,Giza,5,58093.25,2024-10-10
ORD102969,Dell Inspiron 3501,Souq,Cairo,4,14031.72,2024-07-11
ORD102970,HP Pavilion Laptop,Souq,Dubai,3,8630.61,2024-03-29
ORD102971,Dell Inspiron 3501,Jumia,Giza,2,8679.62,2024-09-28
ORD102972,Xiaomi Redmi Note 12,Souq,Riyadh,3,11510.16,2024-03-24
ORD102973,Nike Air Max,Jumia,Giza,3,34967.94,2024-10-15
ORD102974,HP Pavilion Laptop,Amazon,Giza,1,1367.59,2024-06-10
ORD102975,Adidas Running Shoes,Jumia,Giza,2,7834.54,2024-10-02
ORD102976,Samsung Galaxy A14,Souq,Casablanca,1,7888.11,2024-05-06
ORD102977,Bluetooth Headset,Souq,Riyadh,1,6461.3,2024-12-20
ORD102978,Dell Inspiron 3501,Amazon,Alexandria,2,220.66,2024-04-15
ORD102979,Dell Inspiron 3501,Jumia,Dubai,2,5620.08,2024-01-12
ORD102980,Xiaomi Redmi Note 12,Amazon,Alexandria,1,11476.07,2024-03-30
ORD102981,Samsung Galaxy A14,Souq,Casablanca,4,78616.88,2024-09-17
ORD102982,Dell Inspiron 3501,Amazon,Cairo,2,18575.14,2024-09-24
ORD102983,Nike Air Max,Jumia,Dubai,2,31133.14,2024-03-18
ORD102984,Bluetooth Headset,Amazon,Giza,5,23640.45,2024-01-29
ORD102985,Xiaomi Redmi Note 12,Amazon,Riyadh,2,25481.08,2024-05-01
ORD102986,Samsung Galaxy A14,Jumia,Casablanca,1,3594.57,2024-07-26
ORD102987,Smartwatch FitPro,Amazon,Casablanca,2,2308.38,2024-07-08
ORD102988,Xiaomi Redmi Note 12,Amazon,Casablanca,3,3502.53,2024-09-11
ORD102989,T-shirt Cotton,Amazon,Riyadh,5,26634.9,2024-05-31
ORD102990,Nike Air Max,Jumia,Casablanca,5,47577.15,2024-05-02
ORD102991,HP Pavilion Laptop,Souq,Giza,2,26913.8,2024-12-21
ORD102992,Smartwatch FitPro,Amazon,Casablanca,5,37317.75,2024-10-20
ORD102993,Smartwatch FitPro,Jumia,Dubai,3,5233.92,2024-12-06
ORD102994,iPhone 13,Souq,Alexandria,2,34503.7,2024-06-17
ORD102995,HP Pavilion Laptop,Amazon,Riyadh,3,29143.59,2024-04-10
ORD102996,HP Pavilion Laptop,Souq,Dubai,2,1741.6,2024-09-01
ORD102997,Nike Air Max,Jumia,Giza,1,15370.19,2024-01-12
ORD102998,HP Pavilion Laptop,Amazon,Cairo,2,324.66,2024-03-16
ORD102999,Nike Air Max,Souq,Giza,3,58411.23,2024-02-03
ORD103000,T-shirt Cotton,Amazon,Riyadh,4,60535.56,2024-05-10
ORD103001,T-shirt Cotton,Jumia,Cairo,2,23839.8,2024-10-28
ORD103002,Xiaomi Redmi Note 12,Souq,Cairo,2,2908.08,2024-08-25
ORD103003,Bluetooth Headset,Souq,Alexandria,4,61218.84,2024-03-17
ORD103004,Smartwatch FitPro,Jumia,Riyadh,4,38919.16,2024-12-16
ORD103005,Dell Inspiron 3501,Jumia,Casablanca,3,7092.66,2024-03-17
ORD103006,Dell Inspiron 3501,Jumia,Alexandria,4,9105.84,2024-12-06
ORD103007,Xiaomi Redmi Note 12,Jumia,Giza,2,27573.7,2024-09-28
ORD103008,Nike Air Max,Jumia,Casablanca,2,1184.16,2024-01-25
ORD103009,Nike Air Max,Jumia,Dubai,5,51128.55,2024-04-26
ORD103010,Samsung Galaxy A14,Jumia,Riyadh,3,5544.39,2024-04-09
ORD103011,iPhone 13,Jumia,Giza,3,30886.38,2024-02-06
ORD103012,iPhone 13,Amazon,Alexandria,1,15174.09,2024-05-20
ORD103013,Xiaomi Redmi Note 12,Amazon,Dubai,5,41407.8,2024-04-21
ORD103014,Nike Air Max,Souq,Riyadh,4,17760.6,2024-01-02
ORD103015,Smartwatch FitPro,Amazon,Casablanca,5,94619.95,2024-10-09
ORD103016,Samsung Galaxy A14,Amazon,Casablanca,4,75163.96,2024-06-10
ORD103017,T-shirt Cotton,Souq,Alexandria,2,3629.02,2024-08-04
ORD103018,Samsung Galaxy A14,Souq,Riyadh,1,3619.44,2024-08-05
ORD103019,T-shirt Cotton,Jumia,Cairo,2,27656.5,2024-03-19
ORD103020,Nike Air Max,Souq,Cairo,5,26850.6,2024-09-01
ORD103021,Smartwatch FitPro,Souq,Dubai,1,15054.97,2024-07-16
ORD103022,Bluetooth Headset,Amazon,Cairo,5,46722.75,2024-08-17
ORD103023,Xiaomi Redmi Note 12,Souq,Riyadh,2,3000.62,2024-11-17
ORD103024,Nike Air Max,Jumia,Alexandria,4,13655.92,2024-06-29
ORD103025,Bluetooth Headset,Amazon,Giza,1,18658.33,2024-08-12
ORD103026,Smartwatch FitPro,Amazon,Casablanca,3,413.37,2024-07-25
ORD103027,Smartwatch FitPro,Amazon,Casablanca,2,5582.2,2024-01-27
ORD103028,Dell Inspiron 3501,Amazon,Cairo,3,19335.24,2024-08-03
ORD103029,Samsung Galaxy A14,Amazon,Dubai,4,1728.88,2024-10-28
ORD103030,Xiaomi Redmi Note 12,Jumia,Cairo,2,5993.66,2024-10-20
ORD103031,Nike Air Max,Amazon,Dubai,3,10680.0,2024-12-25
ORD103032,Smartwatch FitPro,Souq,Casablanca,5,95740.4,2024-08-04
ORD103033,T-shirt Cotton,Amazon,Riyadh,4,23375.64,2024-08-04
ORD103034,iPhone 13,Jumia,Riyadh,4,66641.96,2024-04-25
ORD103035,Smartwatch FitPro,Amazon,Alexandria,4,59183.6,2024-01-17
ORD103036,T-shirt Cotton,Souq,Giza,3,22659.78,2024-03-25
ORD103037,iPhone 13,Souq,Casablanca,5,52254.5,2024-09-28
ORD103038,Nike Air Max,Amazon,Casablanca,3,27322.95,2024-11-08
ORD103039,Bluetooth Headset,Jumia,Riyadh,2,21227.86,2024-02-27
ORD103040,T-shirt Cotton,Amazon,Casablanca,2,33819.26,2024-01-08
ORD103041,Dell Inspiron 3501,Souq,Alexandria,3,13537.98,2024-05-25
ORD103042,Smartwatch FitPro,Amazon,Giza,3,18446.07,2024-06-08
ORD103043,Xiaomi Redmi Note 12,Amazon,Giza,4,51212.92,2024-03-22
ORD103044,Samsung Galaxy A14,Souq,Cairo,2,7549.22,2024-02-13
ORD103045,Adidas Running Shoes,Jumia,Cairo,1,18738.03,2024-03-31
ORD103046,Xiaomi Redmi Note 12,Amazon,Alexandria,1,17902.54,2024-10-04
ORD103047,Xiaomi Redmi Note 12,Amazon,Alexandria,1,18941.79,2024-01-20
ORD103048,Smartwatch FitPro,Amazon,Cairo,4,48974.56,2024-01-17
ORD103049,Adidas Running Shoes,Jumia,Cairo,3,51228.57,2024-04-30
ORD103050,Samsung Galaxy A14,Jumia,Giza,3,11519.73,2024-10-23
ORD103051,Samsung Galaxy A14,Souq,Casablanca,2,13113.48,2024-09-08
ORD103052,Bluetooth Headset,Jumia,Casablanca,4,4060.04,2024-04-22
ORD103053,Bluetooth Headset,Jumia,Cairo,2,9661.24,2024-03-24
ORD103054,Samsung Galaxy A14,Souq,Giza,4,21901.4,2024-10-11
ORD103055,Bluetooth Headset,Souq,Cairo,3,56249.67,2024-02-28
ORD103056,Dell Inspiron 3501,Souq,Dubai,2,17101.84,2024-01-30
ORD103057,Dell Inspiron 3501,Souq,Alexandria,2,9609.28,2024-09-22
ORD103058,Nike Air Max,Amazon,Riyadh,2,14165.42,2024-06-24
ORD103059,Samsung Galaxy A14,Souq,Riyadh,2,29377.18,2024-04-16
ORD103060,Smartwatch FitPro,Jumia,Casablanca,4,77037.76,2024-06-05
ORD103061,iPhone 13,Souq,Giza,5,25805.05,2024-10-15
ORD103062,Adidas Running Shoes,Amazon,Casablanca,3,21137.22,2024-10-05
ORD103063,Bluetooth Headset,Souq,Alexandria,5,19723.3,2024-10-10
ORD103064,Nike Air Max,Amazon,Cairo,5,14783.45,2024-08-27
ORD103065,iPhone 13,Souq,Giza,2,2207.22,2024-05-22
ORD103066,Smartwatch FitPro,Jumia,Alexandria,4,2978.2,2024-09-30
ORD103067,Dell Inspiron 3501,Amazon,Riyadh,2,1017.08,2024-10-06
ORD103068,T-shirt Cotton,Jumia,Alexandria,1,15619.68,2024-08-20
ORD103069,Dell Inspiron 3501,Souq,Riyadh,1,11160.6,2024-11-02
ORD103070,iPhone 13,Souq,Riyadh,4,22109.2,2024-01-27
ORD103071,HP Pavilion Laptop,Souq,Casablanca,4,73880.72,2024-08-30
ORD103072,iPhone 13,Souq,Giza,5,1831.3,2024-03-09
ORD103073,Samsung Galaxy A14,Amazon,Cairo,5,25316.95,2024-01-09
ORD103074,iPhone 13,Jumia,Alexandria,3,24274.8,2024-02-29
ORD103075,T-shirt Cotton,Souq,Casablanca,5,85990.85,2024-04-16
ORD103076,Bluetooth Headset,Jumia,Casablanca,1,17204.68,2024-10-30
ORD103077,T-shirt Cotton,Souq,Casablanca,5,25599.1,2024-01-21
ORD103078,Samsung Galaxy A14,Jumia,Cairo,2,35094.4,2024-10-01
ORD103079,Dell Inspiron 3501,Souq,Giza,2,25848.7,2024-01-09
ORD103080,HP Pavilion Laptop,Souq,Cairo,5,78738.6,2024-08-05
ORD103081,Samsung Galaxy A14,Amazon,Alexandria,2,662.74,2024-09-27
ORD103082,Nike Air Max,Amazon,Casablanca,2,22370.38,2024-12-13
ORD103083,HP Pavilion Laptop,Amazon,Riyadh,4,5129.72,2024-03-16
ORD103084,Adidas Running Shoes,Jumia,Casablanca,5,88076.9,2024-11-24
ORD103085,Adidas Running Shoes,Amazon,Riyadh,5,90113.4,2024-09-30
ORD103086,Samsung Galaxy A14,Amazon,Riyadh,5,728.05,2024-12-02
ORD103087,HP Pavilion Laptop,Jumia,Giza,1,8272.25,2024-10-22
ORD103088,iPhone 13,Souq,Cairo,2,19256.96,2024-04-16
ORD103089,HP Pavilion Laptop,Amazon,Giza,2,39196.52,2024-02-18
ORD103090,HP Pavilion Laptop,Jumia,Giza,2,5487.28,2024-03-03
ORD103091,T-shirt Cotton,Souq,Giza,1,5676.36,2024-05-13
ORD103092,Samsung Galaxy A14,Amazon,Casablanca,1,9288.8,2024-01-30
ORD103093,T-shirt Cotton,Jumia,Dubai,5,41186.9,2024-04-29
ORD103094,Smartwatch FitPro,Souq,Dubai,4,77645.64,2024-04-27
ORD103095,Adidas Running Shoes,Souq,Casablanca,1,6708.13,2024-10-29
ORD103096,T-shirt Cotton,Jumia,Riyadh,4,53336.56,2024-02-27
ORD103097,Smartwatch FitPro,Jumia,Alexandria,1,5509.34,2024-02-12
ORD103098,T-shirt Cotton,Amazon,Dubai,1,6377.43,2024-10-31
ORD103099,Samsung Galaxy A14,Amazon,Alexandria,4,7259.52,2024-10-28
ORD103100,iPhone 13,Amazon,Riyadh,4,69781.12,2024-03-23
ORD103101,Adidas Running Shoes,Jumia,Cairo,4,53340.44,2024-08-02
ORD103102,Samsung Galaxy A14,Souq,Dubai,2,30370.46,2024-02-18
ORD103103,Xiaomi Redmi Note 12,Souq,Alexandria,4,42867.28,2024-08-04
ORD103104,HP Pavilion Laptop,Souq,Cairo,3,15373.47,2024-03-03
ORD103105,Smartwatch FitPro,Amazon,Casablanca,5,42932.05,2024-08-06
ORD103106,Bluetooth Headset,Souq,Giza,3,30762.09,2024-11-15
ORD103107,Bluetooth Headset,Amazon,Riyadh,4,16840.36,2024-08-18
ORD103108,iPhone 13,Souq,Dubai,4,70030.92,2024-12-21
ORD103109,iPhone 13,Amazon,Casablanca,3,22124.67,2024-02-15
ORD103110,Bluetooth Headset,Souq,Giza,3,5296.56,2024-02-20
ORD103111,Nike Air Max,Jumia,Cairo,1,17114.09,2024-12-17
ORD103112,T-shirt Cotton,Souq,Cairo,4,53449.6,2024-05-15
ORD103113,Xiaomi Redmi Note 12,Jumia,Alexandria,3,22895.85,2024-10-22
ORD103114,Nike Air Max,Souq,Casablanca,4,50334.08,2024-05-30
ORD103115,iPhone 13,Amazon,Giza,3,3077.88,2024-01-27
ORD103116,T-shirt Cotton,Jumia,Casablanca,5,18215.2,2024-08-16
ORD103117,T-shirt Cotton,Amazon,Casablanca,5,87477.45,2024-10-04
ORD103118,T-shirt Cotton,Amazon,Alexandria,5,63101.55,2024-04-17
ORD103119,T-shirt Cotton,Souq,Giza,2,14329.9,2024-08-05
ORD103120,Bluetooth Headset,Jumia,Alexandria,2,16723.2,2024-12-05
ORD103121,Samsung Galaxy A14,Amazon,Casablanca,1,9690.12,2024-05-24
ORD103122,Samsung Galaxy A14,Souq,Giza,5,94066.05,2024-04-08
ORD103123,T-shirt Cotton,Amazon,Cairo,4,12575.04,2024-01-16
ORD103124,Smartwatch FitPro,Jumia,Dubai,3,54071.49,2024-11-09
ORD103125,Xiaomi Redmi Note 12,Jumia,Cairo,5,25497.25,2024-11-10
ORD103126,iPhone 13,Jumia,Casablanca,3,9660.21,2024-04-01
ORD103127,HP Pavilion Laptop,Jumia,Cairo,5,52577.6,2024-06-06
ORD103128,Dell Inspiron 3501,Jumia,Cairo,1,2740.57,2024-07-04
ORD103129,Nike Air Max,Amazon,Dubai,3,11208.24,2024-04-15
ORD103130,Dell Inspiron 3501,Amazon,Cairo,1,4787.24,2024-09-08
ORD103131,Nike Air Max,Amazon,Giza,5,35434.75,2024-03-06
ORD103132,Bluetooth Headset,Souq,Riyadh,5,5273.85,2024-10-09
ORD103133,iPhone 13,Amazon,Cairo,4,74284.96,2024-08-15
ORD103134,iPhone 13,Jumia,Alexandria,3,3438.0,2024-09-25
ORD103135,Adidas Running Shoes,Amazon,Cairo,4,2624.08,2024-03-23
ORD103136,iPhone 13,Souq,Riyadh,5,39609.0,2024-06-08
ORD103137,Nike Air Max,Amazon,Giza,1,7776.95,2024-03-28
ORD103138,Dell Inspiron 3501,Jumia,Casablanca,5,34843.95,2024-06-27
ORD103139,HP Pavilion Laptop,Jumia,Riyadh,1,18392.29,2024-01-17
ORD103140,iPhone 13,Jumia,Riyadh,4,4458.2,2024-08-21
ORD103141,Nike Air Max,Amazon,Casablanca,4,39671.4,2024-02-28
ORD103142,Samsung Galaxy A14,Jumia,Riyadh,5,62896.3,2024-11-09
ORD103143,Smartwatch FitPro,Amazon,Casablanca,2,812.58,2024-02-24
ORD103144,Xiaomi Redmi Note 12,Souq,Riyadh,2,16353.12,2024-07-02
ORD103145,Smartwatch FitPro,Jumia,Cairo,4,18128.8,2024-03-28
ORD103146,iPhone 13,Souq,Cairo,5,95662.1,2024-05-20
ORD103147,Smartwatch FitPro,Jumia,Alexandria,3,49461.69,2024-09-22
ORD103148,T-shirt Cotton,Amazon,Casablanca,2,5547.54,2024-01-30
ORD103149,Nike Air Max,Amazon,Dubai,1,5471.11,2024-01-09
ORD103150,Samsung Galaxy A14,Souq,Cairo,5,27294.8,2024-01-12
ORD103151,T-shirt Cotton,Jumia,Casablanca,1,15180.93,2024-10-09
ORD103152,Dell Inspiron 3501,Amazon,Dubai,4,9673.12,2024-09-03
ORD103153,Smartwatch FitPro,Amazon,Giza,4,9860.16,2024-05-22
ORD103154,Bluetooth Headset,Jumia,Dubai,3,30886.92,2024-02-21
ORD103155,T-shirt Cotton,Jumia,Dubai,4,68571.96,2024-11-16
ORD103156,Bluetooth Headset,Jumia,Alexandria,2,24608.4,2024-03-15
ORD103157,Dell Inspiron 3501,Jumia,Giza,3,8863.77,2024-06-04
ORD103158,T-shirt Cotton,Souq,Casablanca,5,4888.15,2024-02-04
ORD103159,Adidas Running Shoes,Amazon,Dubai,4,9536.88,2024-07-03
ORD103160,Samsung Galaxy A14,Amazon,Alexandria,3,36634.86,2024-10-19
ORD103161,Nike Air Max,Souq,Alexandria,3,43601.7,2024-10-02
ORD103162,Samsung Galaxy A14,Amazon,Casablanca,4,70757.6,2024-03-15
ORD103163,Smartwatch FitPro,Jumia,Cairo,1,3979.21,2024-09-02
ORD103164,HP Pavilion Laptop,Amazon,Riyadh,5,75845.75,2024-03-28
ORD103165,Nike Air Max,Jumia,Giza,2,33729.32,2024-02-29
ORD103166,Xiaomi Redmi Note 12,Souq,Dubai,2,36894.62,2024-04-08
ORD103167,Samsung Galaxy A14,Amazon,Riyadh,2,1999.32,2024-08-10
ORD103168,Xiaomi Redmi Note 12,Jumia,Casablanca,5,65636.25,2024-04-12
ORD103169,Samsung Galaxy A14,Jumia,Riyadh,1,10829.1,2024-02-18
ORD103170,Dell Inspiron 3501,Souq,Riyadh,4,56221.64,2024-02-08
ORD103171,HP Pavilion Laptop,Souq,Casablanca,2,4819.6,2024-10-17
ORD103172,Bluetooth Headset,Amazon,Giza,2,11941.04,2024-11-17
ORD103173,Xiaomi Redmi Note 12,Amazon,Giza,2,21868.92,2024-04-06
ORD103174,T-shirt Cotton,Jumia,Giza,2,4136.16,2024-11-28
ORD103175,Smartwatch FitPro,Jumia,Giza,3,59279.49,2024-09-04
ORD103176,Xiaomi Redmi Note 12,Jumia,Dubai,2,9065.66,2024-09-21
ORD103177,Dell Inspiron 3501,Souq,Riyadh,1,10348.63,2024-01-10
ORD103178,Bluetooth Headset,Amazon,Giza,4,13923.28,2024-05-22
ORD103179,Dell Inspiron 3501,Jumia,Riyadh,5,31421.95,2024-11-24
ORD103180,HP Pavilion Laptop,Souq,Riyadh,4,36521.28,2024-09-14
ORD103181,iPhone 13,Souq,Riyadh,1,12226.15,2024-01-14
ORD103182,HP Pavilion Laptop,Souq,Riyadh,1,12466.79,2024-09-01
ORD103183,HP Pavilion Laptop,Jumia,Cairo,4,11645.16,2024-04-06
ORD103184,Xiaomi Redmi Note 12,Souq,Riyadh,5,95064.35,2024-12-01
ORD103185,Smartwatch FitPro,Amazon,Alexandria,1,3339.42,2024-03-30
ORD103186,iPhone 13,Jumia,Cairo,2,9747.94,2024-08-30
ORD103187,Bluetooth Headset,Souq,Giza,4,71782.92,2024-08-09
ORD103188,Nike Air Max,Amazon,Alexandria,5,33789.2,2024-12-26
ORD103189,Xiaomi Redmi Note 12,Jumia,Riyadh,1,19588.31,2024-09-10
ORD103190,Xiaomi Redmi Note 12,Souq,Riyadh,5,37190.9,2024-11-16
ORD103191,Adidas Running Shoes,Souq,Dubai,3,41844.27,2024-02-15
ORD103192,Dell Inspiron 3501,Amazon,Giza,4,45378.08,2024-04-12
ORD103193,Samsung Galaxy A14,Amazon,Riyadh,3,38405.7,2024-02-10
ORD103194,HP Pavilion Laptop,Souq,Riyadh,3,57439.11,2024-07-21
ORD103195,Adidas Running Shoes,Souq,Dubai,5,19469.95,2024-10-23
ORD103196,iPhone 13,Souq,Dubai,2,302.84,2024-04-12
ORD103197,Smartwatch FitPro,Souq,Casablanca,2,19238.84,2024-05-29
ORD103198,Dell Inspiron 3501,Amazon,Dubai,2,13651.04,2024-03-21
ORD103199,Nike Air Max,Souq,Casablanca,4,43704.92,2024-11-18
ORD103200,iPhone 13,Jumia,Dubai,3,13796.37,2024-11-02
ORD103201,Bluetooth Headset,Souq,Casablanca,5,35326.05,2024-11-12
ORD103202,Dell Inspiron 3501,Souq,Riyadh,1,1526.46,2024-08-26
ORD103203,Bluetooth Headset,Jumia,Dubai,5,99705.1,2024-12-06
ORD103204,HP Pavilion Laptop,Amazon,Casablanca,5,55739.1,2024-09-11
ORD103205,Smartwatch FitPro,Jumia,Riyadh,1,10414.98,2024-04-13
ORD103206,Bluetooth Headset,Jumia,Giza,2,22330.44,2024-07-08
ORD103207,Nike Air Max,Souq,Casablanca,3,44833.05,2024-01-31
ORD103208,Bluetooth Headset,Jumia,Riyadh,4,42670.88,2024-02-21
ORD103209,HP Pavilion Laptop,Jumia,Giza,2,18334.22,2024-03-02
ORD103210,Xiaomi Redmi Note 12,Souq,Riyadh,2,39987.12,2024-08-18
ORD103211,Xiaomi Redmi Note 12,Jumia,Dubai,2,8869.98,2024-08-13
ORD103212,Samsung Galaxy A14,Jumia,Alexandria,2,33061.14,2024-10-07
ORD103213,Adidas Running Shoes,Souq,Casablanca,1,11535.9,2024-12-26
ORD103214,HP Pavilion Laptop,Jumia,Alexandria,5,41297.4,2024-03-07
ORD103215,HP Pavilion Laptop,Amazon,Casablanca,2,36908.22,2024-08-14
ORD103216,iPhone 13,Amazon,Casablanca,1,15987.47,2024-05-22
ORD103217,Adidas Running Shoes,Amazon,Alexandria,4,687.36,2024-01-21
ORD103218,iPhone 13,Souq,Alexandria,4,44711.96,2024-10-02
ORD103219,T-shirt Cotton,Souq,Dubai,4,67654.0,2024-01-04
ORD103220,HP Pavilion Laptop,Souq,Cairo,4,31905.56,2024-02-06
ORD103221,Xiaomi Redmi Note 12,Jumia,Giza,1,14072.76,2024-02-01
ORD103222,T-shirt Cotton,Jumia,Riyadh,3,56391.93,2024-08-10
ORD103223,Xiaomi Redmi Note 12,Amazon,Casablanca,5,69342.35,2024-07-09
ORD103224,HP Pavilion Laptop,Souq,Cairo,1,12389.51,2024-10-05
ORD103225,HP Pavilion Laptop,Amazon,Riyadh,4,5338.2,2024-10-03
ORD103226,Adidas Running Shoes,Amazon,Giza,1,16246.79,2024-11-06
ORD103227,HP Pavilion Laptop,Souq,Giza,3,31999.17,2024-03-27
ORD103228,iPhone 13,Amazon,Giza,2,15354.98,2024-11-28
ORD103229,iPhone 13,Amazon,Cairo,3,53084.31,2024-06-15
ORD103230,Xiaomi Redmi Note 12,Amazon,Cairo,4,72964.16,2024-07-04
ORD103231,HP Pavilion Laptop,Jumia,Giza,3,40156.92,2024-05-03
ORD103232,Smartwatch FitPro,Jumia,Dubai,4,59050.84,2024-07-21
ORD103233,T-shirt Cotton,Jumia,Dubai,3,1411.23,2024-02-14
ORD103234,Samsung Galaxy A14,Souq,Casablanca,5,25570.95,2024-08-19
ORD103235,HP Pavilion Laptop,Souq,Alexandria,4,60997.4,2024-05-14
ORD103236,Xiaomi Redmi Note 12,Jumia,Cairo,3,51778.44,2024-09-04
ORD103237,Xiaomi Redmi Note 12,Amazon,Dubai,4,68545.4,2024-11-23
ORD103238,Smartwatch FitPro,Amazon,Riyadh,4,10105.52,2024-10-18
ORD103239,iPhone 13,Souq,Dubai,4,18714.24,2024-10-04
ORD103240,Samsung Galaxy A14,Jumia,Giza,4,78336.88,2024-03-27
ORD103241,Smartwatch FitPro,Amazon,Riyadh,4,35412.36,2024-03-14
ORD103242,iPhone 13,Souq,Giza,3,34314.27,2024-10-09
ORD103243,Xiaomi Redmi Note 12,Amazon,Dubai,5,47445.45,2024-01-24
ORD103244,Nike Air Max,Amazon,Alexandria,1,18780.93,2024-04-28
ORD103245,Nike Air Max,Souq,Alexandria,2,17290.64,2024-02-01
ORD103246,Dell Inspiron 3501,Jumia,Cairo,3,17373.87,2024-10-30
ORD103247,Adidas Running Shoes,Jumia,Riyadh,3,38035.68,2024-07-02
ORD103248,Smartwatch FitPro,Amazon,Cairo,5,67182.55,2024-05-19
ORD103249,HP Pavilion Laptop,Jumia,Cairo,2,21069.06,2024-10-30
ORD103250,Bluetooth Headset,Souq,Alexandria,2,8442.64,2024-07-15
ORD103251,Xiaomi Redmi Note 12,Souq,Giza,4,30652.4,2024-06-20
ORD103252,T-shirt Cotton,Souq,Cairo,5,37972.3,2024-08-22
ORD103253,Xiaomi Redmi Note 12,Jumia,Cairo,2,14196.92,2024-09-15
ORD103254,Xiaomi Redmi Note 12,Souq,Alexandria,2,12962.88,2024-07-23
ORD103255,Smartwatch FitPro,Souq,Cairo,3,40596.48,2024-03-25
ORD103256,Dell Inspiron 3501,Amazon,Alexandria,5,28733.8,2024-10-26
ORD103257,Bluetooth Headset,Souq,Casablanca,5,98785.35,2024-03-20
ORD103258,Xiaomi Redmi Note 12,Souq,Alexandria,2,7468.68,2024-07-21
ORD103259,Nike Air Max,Amazon,Dubai,4,8708.72,2024-09-03
ORD103260,HP Pavilion Laptop,Jumia,Giza,5,96921.1,2024-03-10
ORD103261,T-shirt Cotton,Amazon,Giza,5,86619.6,2024-06-22
ORD103262,Adidas Running Shoes,Souq,Cairo,4,12866.0,2024-02-01
ORD103263,iPhone 13,Souq,Giza,3,53481.66,2024-04-13
